"","category","name","reviewer","review","date","ratings"
"11","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Chabrama Brama",NA,NA,"5.0 out of 5 stars"
"12","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","cnoc",NA,NA,"5.0 out of 5 stars"
"13","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,"5.0 out of 5 stars"
"14","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"15","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"16","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"17","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"18","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"19","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"20","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"21","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"22","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"23","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"24","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"25","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"26","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"27","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"28","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"29","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"30","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"31","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Laurence","Cette boîte est un peu chère mais je l'adore. Elle est parfaite pour mettre les croquettes de mon chat, la petite louche à l'intérieur est tres pratique et je ne pensais pas mais la boîte ferme très bien avec cette louche accrochée à la paroi. En effet il y a suffisamment de jeu pour cela, ce qui fait attention que la boîte n'est pas du tout étanche : retournez là et le couvercle et toutes les croquettes se barrent! Elle est très belle et sobre dans tout style de déco et le petit mot dessus est sympa. A savoir : mon chat n'essaye pas mais un chat entreprenant pourrait l'ouvrir tout seul...","Reviewed in France on 29 December 2022","4.5 out of 5 stars"
"32","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Pitou","I read a number of negative reviews from folks whose tins were damaged in transit or faulty in some way. But I took a chance on this cat food tin. Mine arrived in good time, and is absolutely perfect. The paint is unblemished, nor chips or dents, and the lid is lovely and perfectly snug. There  isn't a rubber seal, but it doesn't need one. All edges are rounded and there are no sharp edges anywhere.I bought the larger of the two sizes available (the 6.5), and I'm glad I did. It holds a goodly amount, around 2.5-3 kg (at a guess, I don't have scales) of my cats' dry food. The tin sits on my counter alongside my toaster and kettle, and is nice to look at, and matches pretty well with my off-white units.I'm very pleased with this purchase.","Reviewed in the United Kingdom on 19 May 2023","5.0 out of 5 stars"
"33","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Pitou","Bello, da mostrare perché davvero piacevole. Comodo e funzionale. Capiente per i miei Jack Russell.","Reviewed in Italy on 20 August 2020","5.0 out of 5 stars"
"34","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Elettra Barbagli","Es grande, caben unos 3 kg de pienso. Lo mantiene bien, ya que la tapa cierra prácticamente de forma hermética. Viene con una cuchara dosificadora, lo que facilita dar de comer a los gatunos. Además, es bonita! Vino sin desperfectos y rápido. Muy recomendable.","Reviewed in Spain on 13 August 2023","5.0 out of 5 stars"
"35","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Miriam","Nutzen sie als Leckerlidose für die stinkenden Kaustangen die es so gibt 😅 sind sehr zufrieden da es den Geruch wirklich gut drin lässt. Man riecht es nur wenn kurz vorher jemand sie geöffnet hat zum leckerli verteilen :-)Außerdem sieht sie schön aus.","Reviewed in Germany on 7 October 2023","5.0 out of 5 stars"
"36","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Miriam","Den är smidig att använda och får plats med mycket mat. Dock är den medföljande Dl-måtten inte riktigt rätt storlek","Reviewed in Sweden on 9 October 2023","5.0 out of 5 stars"
"37","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Carinna","Il prodotto è utile e funzionale: le crocchette si conservano bene e restano fragranti e croccanti. Lo stile mi ricorda le cucine degli anni 20, molto carino. Ci sta circa 1,5 kg di crocchette ma dipende ovviamente dalla dimensione della crocchetta stessa. Consiglio!","Reviewed in Italy on 1 January 2022","5.0 out of 5 stars"
"38","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Natacha H.","I bought this for my dogs food. I didn’t read the sizing correctly and it was a lot smaller than I was expecting.This is completely my fault however it’s soo cute and fits in my cupboard perfectly that I decided to keep it","Reviewed in the United Kingdom on 9 January 2024","5.0 out of 5 stars"
"39","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Patty","Queda genial y decorativo en mi cocina, lo que me facilita poner la comida a mis gatos fácil y cómodamente","Reviewed in Spain on 19 October 2023","5.0 out of 5 stars"
"40","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Sarah","qualite et esthétique  ,pratique pour stocker les croquettes","Reviewed in France on 23 March 2023","5.0 out of 5 stars"
"41","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Chabrama Brama",NA,NA,"5.0 out of 5 stars"
"42","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","cnoc",NA,NA,"5.0 out of 5 stars"
"43","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,"5.0 out of 5 stars"
"44","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"45","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"46","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"47","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"48","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"49","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"50","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"51","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"52","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"53","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"54","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"55","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"56","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"57","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"58","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"59","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"60","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"61","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Laurence","Cette boîte est un peu chère mais je l'adore. Elle est parfaite pour mettre les croquettes de mon chat, la petite louche à l'intérieur est tres pratique et je ne pensais pas mais la boîte ferme très bien avec cette louche accrochée à la paroi. En effet il y a suffisamment de jeu pour cela, ce qui fait attention que la boîte n'est pas du tout étanche : retournez là et le couvercle et toutes les croquettes se barrent! Elle est très belle et sobre dans tout style de déco et le petit mot dessus est sympa. A savoir : mon chat n'essaye pas mais un chat entreprenant pourrait l'ouvrir tout seul...","Reviewed in France on 29 December 2022","4.5 out of 5 stars"
"62","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Pitou","I read a number of negative reviews from folks whose tins were damaged in transit or faulty in some way. But I took a chance on this cat food tin. Mine arrived in good time, and is absolutely perfect. The paint is unblemished, nor chips or dents, and the lid is lovely and perfectly snug. There  isn't a rubber seal, but it doesn't need one. All edges are rounded and there are no sharp edges anywhere.I bought the larger of the two sizes available (the 6.5), and I'm glad I did. It holds a goodly amount, around 2.5-3 kg (at a guess, I don't have scales) of my cats' dry food. The tin sits on my counter alongside my toaster and kettle, and is nice to look at, and matches pretty well with my off-white units.I'm very pleased with this purchase.","Reviewed in the United Kingdom on 19 May 2023","5.0 out of 5 stars"
"63","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Pitou","Bello, da mostrare perché davvero piacevole. Comodo e funzionale. Capiente per i miei Jack Russell.","Reviewed in Italy on 20 August 2020","5.0 out of 5 stars"
"64","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Elettra Barbagli","Es grande, caben unos 3 kg de pienso. Lo mantiene bien, ya que la tapa cierra prácticamente de forma hermética. Viene con una cuchara dosificadora, lo que facilita dar de comer a los gatunos. Además, es bonita! Vino sin desperfectos y rápido. Muy recomendable.","Reviewed in Spain on 13 August 2023","5.0 out of 5 stars"
"65","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Miriam","Nutzen sie als Leckerlidose für die stinkenden Kaustangen die es so gibt 😅 sind sehr zufrieden da es den Geruch wirklich gut drin lässt. Man riecht es nur wenn kurz vorher jemand sie geöffnet hat zum leckerli verteilen :-)Außerdem sieht sie schön aus.","Reviewed in Germany on 7 October 2023","5.0 out of 5 stars"
"66","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Miriam","Den är smidig att använda och får plats med mycket mat. Dock är den medföljande Dl-måtten inte riktigt rätt storlek","Reviewed in Sweden on 9 October 2023","5.0 out of 5 stars"
"67","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Carinna","Il prodotto è utile e funzionale: le crocchette si conservano bene e restano fragranti e croccanti. Lo stile mi ricorda le cucine degli anni 20, molto carino. Ci sta circa 1,5 kg di crocchette ma dipende ovviamente dalla dimensione della crocchetta stessa. Consiglio!","Reviewed in Italy on 1 January 2022","5.0 out of 5 stars"
"68","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Natacha H.","I bought this for my dogs food. I didn’t read the sizing correctly and it was a lot smaller than I was expecting.This is completely my fault however it’s soo cute and fits in my cupboard perfectly that I decided to keep it","Reviewed in the United Kingdom on 9 January 2024","5.0 out of 5 stars"
"69","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Patty","Queda genial y decorativo en mi cocina, lo que me facilita poner la comida a mis gatos fácil y cómodamente","Reviewed in Spain on 19 October 2023","5.0 out of 5 stars"
"70","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Sarah","qualite et esthétique  ,pratique pour stocker les croquettes","Reviewed in France on 23 March 2023","5.0 out of 5 stars"
"71","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","Chabrama Brama",NA,NA,"5.0 out of 5 stars"
"72","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural","cnoc",NA,NA,"5.0 out of 5 stars"
"73","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,"5.0 out of 5 stars"
"74","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"75","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"76","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"77","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"78","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"79","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"80","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"81","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"82","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"83","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"84","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"85","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"86","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"87","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"88","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"89","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
"90","Dog/Cat Accessories","Premier Housewares Adore Pets Lucky Dog Food Storage Bin with Spoon, 6.5 L - Natural",NA,NA,NA,NA
